,도서명,저자,출판사,ISBN,주제분류번호,등록일자,이미지주소
1928,맛있는 디자인 포토샵&일러스트레이터 CC 2019:누구나 쉽게 배워 제대로 써먹는 그래픽 입문서,"빨간고래,윤이사라 지음",한빛미디어,9791162241486,005.565,2019-02-19,http://image.kyobobook.co.kr/images/book/large/486/l9791162241486.jpg
1929,색 보정 룩북 :영화영상을 위한 크리에이티브 보정 기법 ,"Alexis Van Hurkman 지음 ;차경환,홍지연 옮김",부산대학교출판부,9788973165957,004.77,2019-02-19,http://image.kyobobook.co.kr/images/book/large/957/l9788973165957.jpg
1930,빅데이터를 지탱하는 기술 :시시각각 변하는 데이터를 파악하는 자동화의 세계,"니시다 케이스케 지음,정인식 옮김",Jpub(제이펍),9791188621439,005.76,2019-02-11,http://image.kyobobook.co.kr/images/book/large/439/l9791188621439.jpg
1931,메이저리그 야구 통계학 :빅데이터 분석의 시작 R ,김재민 지음,에이콘,9791161751641,005.54,2019-02-11,http://image.kyobobook.co.kr/images/book/large/641/l9791161751641.jpg
1932,(완벽한 IT 인프라 구축을 위한) Docker :인프라 기초 지식 & 코드를 사용한 환경 구축의 자동화 ,Asa Shiho 지음 ;이영란 옮김,정보문화사,9788956747903,005.1,2019-02-11,http://image.kyobobook.co.kr/images/book/large/903/l9788956747903.jpg
1933,파이썬으로 배우는 웹 크롤러,박정태,정보문화사,9788956747750,005.133,2019-01-31,http://image.kyobobook.co.kr/images/book/large/750/l9788956747750.jpg
1934,파이썬으로 배우는 알고리즘 트레이딩 : 내 손으로 만드는 자동 주식 거래 시스템,조대표,위키북스,9791158390631,005.133,2019-01-31,http://image.kyobobook.co.kr/images/book/large/631/l9791158390631.jpg
1935,"처음 배우는 머신러닝 : 기초부터 모델링, 실전 예제, 문제 해결까지","김승연, 정용주",한빛미디어,9791162240045,004.73,2019-01-31,http://image.kyobobook.co.kr/images/book/large/045/l9791162240045.jpg
1936,직접 설계하고 개발하는 IoT 백신(초급),이창우,한빛미디어,9788968487361,004.61,2019-01-31,http://image.kyobobook.co.kr/images/book/large/361/l9788968487361.jpg
1937,지능의 본질과 구현,이재현,로드북,9788997924394,004.73,2019-01-31,http://image.kyobobook.co.kr/images/book/large/394/l9788997924394.jpg
1938,제대로 배우는 프론트엔드 웹 개발 : 단계별 예제로 마스터하는 최신 웹사이트 & 웹 애플리케이션,"크리스 아키노, 토드 간디",BJpublic(비제이퍼블릭),9791186697405,005.138,2019-01-31,http://image.kyobobook.co.kr/images/book/large/405/l9791186697405.jpg
1939,오픈소스 소프트웨어 비즈니스 모델,김종배,한티미디어,9788964213070,005.1,2019-01-31,http://image.kyobobook.co.kr/images/book/large/070/l9788964213070.jpg
1940,알고리즘 산책 : 수학에서 제네릭 프로그래밍까지,"알렉산더 A. 스테파노프, 다니엘 E. 로즈",길벗,9791160504880,005.1,2019-01-31,http://image.kyobobook.co.kr/images/book/large/880/l9791160504880.jpg
1941,"실전 네트워크와 네트워크 보안 실무 : 원리, 개념, 실무를 동시에 잡을 수 있는 네트워크 및 네트워크 보안 실무서",현정훈,에이콘,9788960779846,004.612,2019-01-31,http://image.kyobobook.co.kr/images/book/large/846/l9788960779846.jpg
1942,"실무자가 말하는 모의해킹 : 진로 고민부터 실무 투입까지, 모의해킹 업무를 선택한 당신을 위한 조언",조정원,한빛미디어,9788968488757,004.61,2019-01-31,http://image.kyobobook.co.kr/images/book/large/757/l9788968488757.jpg
1943,실리콘밸리 데이터 과학자가 알려주는 따라 하며 배우는 데이터 과학,권재명,Jpub(제이펍),9791185890869,005.7,2019-01-31,http://image.kyobobook.co.kr/images/book/large/869/l9791185890869.jpg
1944,소프트웨어 품질관리 실무 가이드 : 프로젝트 성공을 이끄는 소프트웨어 품질관리,"정보통신산업진흥원(NIPA), 비즈피어(주) 컨소시엄(박영근 외 5인)",프리렉,9788965402053,005.14,2019-01-31,http://image.kyobobook.co.kr/images/book/large/053/l9788965402053.jpg
1945,사물인터넷 개론,"서경환, 권명규, 장원규, 김도현",배움터,9788989383680,004.58,2019-01-31,http://image.kyobobook.co.kr/images/book/large/680/l9788989383680.jpg
1946,사물 인터넷(IoT),"양순옥, 김성석",생능출판,9788970509464,004.58,2019-01-31,http://image.kyobobook.co.kr/images/book/large/464/l9788970509464.jpg
1947,모두의 딥러닝,조태호,길벗,9791160503715,004.73,2019-01-31,http://image.kyobobook.co.kr/images/book/large/715/l9791160503715.jpg
1948,"될 때까지 안드로이드 : 채팅, 미세먼지 정보 앱 개발 과정 수록",오준석,루비페이퍼,9791186710289,005.11,2019-01-31,http://image.kyobobook.co.kr/images/book/large/289/l9791186710289.jpg
1949,그림으로 배우는 클라우드 인프라와 API의 구조,히라야마 쯔요시 외 5인,로드북,9788997924318,005.43,2019-01-31,http://image.kyobobook.co.kr/images/book/large/318/l9788997924318.jpg
1950,공개 정보 수집 기법 : 인터넷에서 구할 수 있는 정보로 인텔리전스 만들기,마이클 바젤,에이콘,9791161750217,005.74,2019-01-31,http://image.kyobobook.co.kr/images/book/large/217/l9791161750217.jpg
1951,R로 배우는 실무 데이터 과학,"니나 줌멜, 존 마운트",Jpub(제이펍),9791188621002,005.7,2019-01-31,http://image.kyobobook.co.kr/images/book/large/002/l9791188621002.jpg
1952,code.org를 활용한 컴퓨팅 사고력과 코딩 교육,"제인 크라우스,  키키 프롯츠만",한빛아카데미,9791156643241,004.07,2019-01-31,http://image.kyobobook.co.kr/images/book/large/241/l9791156643241.jpg
1953,파이썬과 케라스로 배우는 강화학습 : 내 손으로 직접 구현하는 게임 인공지능,"이웅원, 양혁렬, 김건우, 이영무, 이의령",위키북스,9791158390723,005.135,2019-01-31,http://image.kyobobook.co.kr/images/book/large/723/l9791158390723.jpg
1954,영상처리 기반의 인공지능 입문,고병철,그린,9788957272664,004.73,2019-01-31,http://image.kyobobook.co.kr/images/book/large/664/l9788957272664.jpg
1955,사물인터넷을 위한 라즈베리파이 3 활용,정원석,光文閣,9788970938424,005.11,2019-01-31,http://image.kyobobook.co.kr/images/book/large/424/l9788970938424.jpg
1956,3D 게임을 움직이는 수학과 물리,가토 키요시,길벗,9791160501384,005.11,2019-01-31,http://image.kyobobook.co.kr/images/book/large/384/l9791160501384.jpg
1957,(Do it!)스위프트로 아이폰 앱 만들기 :입문 ,"송호정,이범근 지음",이지스퍼블리싱,9791163030478,005.58,2019-01-31,http://image.kyobobook.co.kr/images/book/large/478/l9791163030478.jpg
1958,C++ 기초 플러스 ,Stephen Prata 지음 ;맹철규 번역,성안당,9788931555356,005.13,2019-01-31,http://image.kyobobook.co.kr/images/book/large/356/l9788931555356.jpg
1959,파이썬으로 처음 시작하는 코딩 :초보자를 위한 프로그래밍 기본 원리와 파이썬 기초 사용법 학습을 통한 프로그래밍 입문 ,롭 마일스 지음 ;김무항 옮김,에이콘,9791161752259,005.133,2019-01-31,http://image.kyobobook.co.kr/images/book/large/259/l9791161752259.jpg
1960,사이버 범죄 해결사 디지털 포렌식 :컴퓨터 과학과 고고학의 만남 ,"마이클 그레이브스 지음 ;박정우,이루리,김지선,이현정 옮김",에이콘,9788960778726,004.61,2019-01-31,http://image.kyobobook.co.kr/images/book/large/726/l9788960778726.jpg
1961,스위프트 4:프로토콜지향 프로그래밍:확장성 있는 iOS 프로그래밍을 위한,존 호프만 지음;강경구 옮김,에이콘,9791161752280,005.138,2019-01-31,http://image.kyobobook.co.kr/images/book/large/280/l9791161752280.jpg
1962,모바일 UX 디자인 :매력적인 디자인 솔루션 개발을 위한 UX 디자인 가이드 ,"파블로 페레아,포 히네르 지음 ;심규대 옮김",에이콘,9791161752358,005.58,2019-01-31,http://image.kyobobook.co.kr/images/book/large/358/l9791161752358.jpg
1963,데이터 인문학 :세상을 움직인 역사 속 데이터 이야기 ,김택우 지음,한빛미디어,9791162241479,005.76,2019-01-31,http://image.kyobobook.co.kr/images/book/large/479/l9791162241479.jpg
1964,"핸즈온 머신러닝 :사이킷런과 텐서플로를 활용한 머신러닝, 딥러닝 실무 ",지은이: 오렐리앙 제롱 ;옮긴이: 박해선,한빛미디어,9791162240731,004.73,2019-01-31,http://image.kyobobook.co.kr/images/book/large/731/l9791162240731.jpg
1965,초보를 위한 젠킨스 2 활용 가이드 :지속적인 통합과 배포 ,니킬 파타니아 지음 ;이상욱 옮김,에이콘,9791161752143,005.1,2019-01-31,http://image.kyobobook.co.kr/images/book/large/143/l9791161752143.jpg
1966,(상상을 현실로 만드는) 3D 프린팅 ,멜리사 코크 지음 ;정아영 옮김,다른,9791156331919,004.76,2019-01-25,http://image.kyobobook.co.kr/images/book/large/919/l9791156331919.jpg
1967,하이퍼레저 패브릭으로 배우는 블록체인 :하이퍼레저 패브릭 핵심 구조 분석에서 시스템 운영 실습까지,윤대근 지음,Jpub(제이펍),9791188621453,005.11,2019-01-21,http://image.kyobobook.co.kr/images/book/large/453/l9791188621453.jpg
1968,(따라 하면서 배우는) 유니티 ML-agents :유니티 머신러닝 에이전트를 이용한 딥러닝 강화학습 ,마이클 랜햄 지음 ;박진수 옮김,위키북스,9791158391256,004.73,2019-01-21,http://image.kyobobook.co.kr/images/book/large/256/l9791158391256.jpg
1969,"(R, JAGS, Stan을 이용한) 베이지안 데이터 분석 바이블 ",존 크러슈케 지음 ;최정렬 옮김,Jpub(제이펍),9791188621316,005.11,2019-01-21,http://image.kyobobook.co.kr/images/book/large/316/l9791188621316.jpg
1970,유니티 게임 오디오 개발 :게임 오디오의 기본 개념부터 오디오 및 이펙트 개발까지 ,마이클 랜햄 지음 ;문기영 옮김,에이콘,9791161752266,004.75,2019-01-21,http://image.kyobobook.co.kr/images/book/large/266/l9791161752266.jpg
1971,일러스트레이터 CC,이영주 지음,한빛아카데미,9791156643920,005.56,2019-01-21,http://image.kyobobook.co.kr/images/book/large/920/l9791156643920.jpg
1972,내 손으로 만드는 ZBrush 캐릭터 :첫 클릭부터 피규어 제작까지 ,"후쿠이 노부아키 지음 ;김현,조윤희 옮김",프리렉,9788965402107,004.76,2019-01-21,http://image.kyobobook.co.kr/images/book/large/107/l9788965402107.jpg
1973,클라우드 네이티브 스프링 :클라우드 플랫폼을 위한 자바 마이크로서비스 ,"아제이 마하잔,무니쉬 쿠마르 굽타,시암 순다르 지음 ;박규태 옮김",에이콘,9791161752457,004.588,2019-01-21,http://image.kyobobook.co.kr/images/book/large/457/l9791161752457.jpg
1974,타이핑 슈팅 액션 게임 개발 with 유니티 2/e :유니티 상급 개발자로 올라서기 ,앨런 쏜 지음 ;이진오 옮김,에이콘,9791161752303,005.11,2019-01-21,http://image.kyobobook.co.kr/images/book/large/303/l9791161752303.jpg
1975,Node.js 디자인 패턴:모듈형의 확장 가능한 서버 측 어플리케이션 제작을 위한,Mario Casciaro.Luciano Mammino 저,Youngjin.com(영진닷컴),9788931459425,005.138,2019-01-17,http://image.kyobobook.co.kr/images/book/large/425/l9788931459425.jpg
1976,"(유닉스, 리눅스, OS X 환경에서 사용할 수 있는) 셸 스크립트 프로그래밍 입문 4/e ","스티븐 코찬,패트릭 우드 지음 ;김용환 옮김",에이콘,9791161751009,005.44,2019-01-17,http://image.kyobobook.co.kr/images/book/large/009/l9791161751009.jpg
1977,3D 프린팅:3D 동물 병원의 비밀,최재훈 글;이영호 그림,와이즈만BOOKs(와이즈만북스),9791187513483,004.76,2018-12-02,http://image.kyobobook.co.kr/images/book/large/483/l9791187513483.jpg
1978,(핫핫스타) 유튜브 크리에이터 되기:나를 돋보이게 하는 콘텐츠 개발,창의콘텐츠연구소 지음,해람북스,9791188450268,004.59,2018-12-02,http://image.kyobobook.co.kr/images/book/large/268/l9791188450268.jpg
1979,알고리즘이 당신에게 이것을 추천합니다 :부지런한 알고리즘이 안내하는 새로운 세상 ,크리스토프 드뢰서 지음 ;전대호 옮김,북하우스 퍼블리셔스,9788956059884,005.1,2018-11-30,http://image.kyobobook.co.kr/images/book/large/884/l9788956059884.jpg
1980,(10년차 디자이너에게 1:1로 배우는) 일러스트레이터 디자인 강의 ,장보경 지음,한빛미디어,9788968480768,004.76,2018-11-09,http://image.kyobobook.co.kr/images/book/large/768/l9788968480768.jpg
1981,(Do it!) C 언어 입문:120개 예제 270개 그림으로 배우는 C 프로그래밍 기본! ,김성엽 지음,이지스퍼블리싱,9791187370703,005.133,2018-11-02,http://image.kyobobook.co.kr/images/book/large/703/l9791187370703.jpg
1982,쿠버네티스 쿡북 :클라우드 네이티브 애플리케이션 구축 ,"세바스티앙 고아스구엔,마이클 하우젠블라스 지음 ;유일호 옮김",에이콘,9791161752013,005.11,2018-11-02,http://image.kyobobook.co.kr/images/book/large/013/l9791161752013.jpg
1983,(코딩책과 함께 보는) 코딩 개념 사전,김현정 지음,궁리,9788958205159,005.13,2018-11-02,http://image.kyobobook.co.kr/images/book/large/159/l9788958205159.jpg
1984,"클라우드 컴퓨팅 :개념에서 설계, 아키텍처까지 ","토마스 얼,자이엄 마흐무드,리카르도 푸티니 지음 ;강송희,강서연,김인정 옮김",에이콘,9791161751788,004.588,2018-11-02,http://image.kyobobook.co.kr/images/book/large/788/l9791161751788.jpg
1985,구글 클라우드 플랫폼 입문 :웹부터 머신러닝을 이용한 클라우드 애플리케이션까지 ,"아사 시호,나카이 에츠지 지음 ;박상욱,이종진 옮김",프리렉,9788965402077,004.588,2018-11-02,http://image.kyobobook.co.kr/images/book/large/077/l9788965402077.jpg
1986,(전문가를 위한) 오라클 아키텍처 입문 ,와타베 료타 지음 ;이민재 옮김,Jpub(제이펍),9791188621101,005.7533,2018-11-02,http://image.kyobobook.co.kr/images/book/large/101/l9791188621101.jpg
1987,3ds Max 2014 & V-Ray 3.6 :건축·인테리어·가구·제품 모델링 및 렌더링 기법 :basic training ,강석창 저,구민사,9791158135737,004.76,2018-11-02,http://image.kyobobook.co.kr/images/book/large/737/l9791158135737.jpg
1988,(칼퇴를 부르는) 엑셀 테크닉 122 ,"후지이 나오야,오오야마 케이스케 지음 ;이동규 옮김",Jpub(제이펍),9791188621231,005.53,2018-11-02,http://image.kyobobook.co.kr/images/book/large/231/l9791188621231.jpg
1989,PHP 라이브러리와 활용 예제:라이브러리를 활용한 액티브 웹 만들기,WINGS 프로젝트 지음;이해란 옮김,프리렉,9788965400882,005.138,2018-10-30,http://image.kyobobook.co.kr/images/book/large/882/l9788965400882.jpg
1990,(Node.js와 오픈소스를 활용한) 안드로이드 서비스 개발 ,한동호 지음,Jpub(제이펍),9791185890968,005.118,2018-10-30,http://image.kyobobook.co.kr/images/book/large/968/l9791185890968.jpg
1991,"스프링 5.0 마스터 :스프링 부트, 스프링 클라우드, 마이크로서비스, 리액티브, 코틀린까지 ","랑가 라오 카라남 지음 ;김완철,권용길 옮김",에이콘,9791161751825,005.133,2018-10-30,http://image.kyobobook.co.kr/images/book/large/825/l9791161751825.jpg
1992,와이어샤크 개론 2/e :네트워크 분석 핵심 기술 ,로라 채플 지음 ;이재광 옮김,에이콘,9791161751221,004.612,2018-10-30,http://image.kyobobook.co.kr/images/book/large/221/l9791161751221.jpg
1993,보안 전문가에게 꼭 필요한 와이어샤크 :와이어샤크와 메타스플로잇 활용법 ,"제시 불럭,제프 파커 지음 ;김홍석 옮김",에이콘,9791161751719,004.61,2018-10-30,http://image.kyobobook.co.kr/images/book/large/719/l9791161751719.jpg
1994,Go 언어를 활용한 마이크로서비스 개발 :매끄럽고 견고하면서도 효율적인 마이크로서비스 구현 ,닉 잭슨 지음 ;이상식 옮김,에이콘,9791161751900,005.13,2018-10-30,http://image.kyobobook.co.kr/images/book/large/900/l9791161751900.jpg
1995,(처음 배우는) 스프링 부트 2 :커뮤니티 게시판을 구현하며 배우는 입문부터 보안까지 ,김영재 지음,한빛미디어,9791162241264,005.133,2018-10-30,http://image.kyobobook.co.kr/images/book/large/264/l9791162241264.jpg
